Ensembl_ID	Preferred_name	Ensembl_HGNC	Ensembl_gene	Ensembl_UniProt_AC
9606.ENSP00000367408	CASK	{'CASK'}	{'ENSG00000147044'}	{'Q5VT17', 'O43215', 'Q5VT19', 'O14936', 'Q66T42', 'Q9BYH6', 'Q5VT18', 'Q9NYB2', 'Q9NYB3', 'Q17RI4', 'A6NES1', 'B7ZKY0', 'Q59HA0', 'Q5VT16'}
9606.ENSP00000367422	DLEU1	{'DLEU1'}	{'ENSG00000176124'}	{'O43261', 'Q8TE10', 'Q547G6', 'Q96QY5'}
9606.ENSP00000367428	MS4A13	{'MS4A13'}	{'ENSG00000204979'}	{'Q5J8X5', 'B2RTS9', 'Q5J8X4', 'Q5J8X3'}
9606.ENSP00000367429	ERICH4	{'ERICH4'}	{'ENSG00000204978'}	{'A6NGS2'}
9606.ENSP00000367433	AJAP1	{'AJAP1'}	{'ENSG00000196581'}	{'Q9UKB5', 'Q9Y229'}
9606.ENSP00000367440	TDP2	{'TDP2'}	{'ENSG00000111802'}	{'Q5JYM0', 'O95551', 'B4DKL8', 'Q2TBE2', 'B4DQ95', 'Q9NYY9', 'Q9NUK5', 'Q7Z6U5'}
9606.ENSP00000367446	EXT1	{'EXT1'}	{'ENSG00000182197'}	{'Q16394', 'B2R7V2', 'Q9BVI9'}
9606.ENSP00000367449	C10orf111	{'C10orf111'}	{'ENSG00000176236'}	{'Q8N326', 'B2RAC4'}
9606.ENSP00000367453	ACBD7	{'ACBD7'}	{'ENSG00000176244'}	{'A6NCI2', 'Q8N6N7', 'B3KTG8'}
9606.ENSP00000367459	KIAA0319	{'KIAA0319'}	{'ENSG00000137261'}	{'B7ZML3', 'Q5VV43', 'A7MD37', 'Q9UJC8', 'B4DHA7', 'B4DK75', 'F5H123', 'B2RTU7', 'Q9Y4G7'}
9606.ENSP00000367462	OLAH	{'OLAH'}	{'ENSG00000152463'}	{'Q5VUC1'}
9606.ENSP00000367476	CEP104	{'CEP104'}	{'ENSG00000116198'}	{'Q5SR24', 'Q86X14', 'Q86W32', 'O60308', 'Q5SR25', 'Q5JSQ3', 'Q6PKF5', 'A0A024R4G3'}
9606.ENSP00000367494	SPIRE2	{'SPIRE2'}	{'ENSG00000204991'}	{'A4QPB1', 'Q8ND47', 'Q6P433', 'Q8WWL2', 'Q2TA98', 'Q96JJ5'}
9606.ENSP00000367498	LRRC47	{'LRRC47'}	{'ENSG00000130764'}	{'Q8N1G4', 'Q9ULN5'}
9606.ENSP00000367527	DCLRE1C	{'DCLRE1C'}	{'ENSG00000152457'}	{'Q1HCL2', 'Q5JSR5', 'Q8TBW9', 'Q9HAM4', 'D3DRT6', 'Q5JSR7', 'Q5JSS0', 'Q5JSR4', 'Q6PK14', 'Q5JSS7', 'Q5JSR8', 'Q8N101', 'Q8N132', 'Q9BVW9', 'Q5JSR9', 'Q96SD1'}
9606.ENSP00000367528	AARD	{'AARD'}	{'ENSG00000205002'}	{'A5PKU8', 'Q4LEZ3'}
9606.ENSP00000367542	TPM2	{'TPM2'}	{'ENSG00000198467'}	{'Q5TCU3'}
9606.ENSP00000367545	TP73	{'TP73'}	{'ENSG00000078900'}	{'C9J521', 'O15350', 'Q8TDY5', 'Q5TBV5', 'Q8TDY6', 'Q17RN8', 'B7Z8Z1', 'Q9NTK8', 'B7Z7J4', 'B7Z9C1', 'Q8NHW9', 'Q5TBV6', 'O15351'}
9606.ENSP00000367552	RCBTB1	{'RCBTB1'}	{'ENSG00000136144'}	{'Q8IY29', 'Q8NDN9', 'Q969U9'}
9606.ENSP00000367564	C19orf54	{'C19orf54'}	{'ENSG00000188493'}	{'A8MSZ5', 'B4DNU7', 'Q5BKX5'}
9606.ENSP00000367570	PHF11	{'PHF11'}	{'ENSG00000136147'}	{'Q9Y5A2', 'Q5W0A4', 'Q5W0A6', 'Q9UIL8'}
9606.ENSP00000367590	REEP2	{'REEP2'}	{'ENSG00000132563'}	{'Q53EM8', 'Q9NYF2', 'Q9BRK0'}
9606.ENSP00000367595	TPRG1L	{'TPRG1L'}	{'ENSG00000158109'}	{'Q8WV04', 'Q5T0D9', 'A8K1K4'}
9606.ENSP00000367608	CA9	{'CA9'}	{'ENSG00000107159'}	{'Q5T4R1', 'Q16790'}
9606.ENSP00000367615	APRT	{'APRT'}	{'ENSG00000198931'}	{'P07741', 'G5E9J2', 'Q3KP55', 'Q68DF9'}
9606.ENSP00000367623	HSPA14	{'HSPA14'}	{'ENSG00000187522'}	{'A8K8F8', 'Q9UI07', 'B0YIY9', 'Q0VDF9', 'Q9P0X2'}
9606.ENSP00000367629	ARHGEF16	{'ARHGEF16'}	{'ENSG00000130762'}	{'Q99434', 'Q86TF0', 'Q5VV41'}
9606.ENSP00000367631	ANKEF1	{'ANKEF1'}	{'ENSG00000132623'}	{'B3KUQ0', 'Q9H6Y9', 'Q9NU02'}
9606.ENSP00000367638	ARHGEF39	{'ARHGEF39'}	{'ENSG00000137135'}	{'Q6TPQ2', 'Q8N4T4', 'Q96ST6', 'Q49AG0'}
9606.ENSP00000367649	OR5D16	{'OR5D16'}	{'ENSG00000205029'}	{'Q8NGK9', 'Q96RB4', 'Q6IF65'}
9606.ENSP00000367650	OR5L2	{'OR5L2'}	{'ENSG00000205030'}	{'Q8NGL0', 'Q96RB2', 'Q6IF66'}
9606.ENSP00000367655	PKHD1L1	{'PKHD1L1'}	{'ENSG00000205038'}	{'Q9UF27', 'Q86WI1', 'Q567P2'}
9606.ENSP00000367658	ACTRT2	{'ACTRT2'}	{'ENSG00000169717'}	{'Q8NHS6', 'Q8TDY3', 'B1AN52', 'Q8TDG1'}
9606.ENSP00000367664	OR4A5	{'OR4A5'}	{'ENSG00000221840'}	{'Q6IF84', 'Q8NH83'}
9606.ENSP00000367668	MMEL1	{'MMEL1'}	{'ENSG00000142606'}	{'Q495T6', 'Q495T8', 'Q96PH9', 'B9DI79', 'Q5SZS6', 'Q495T7'}
9606.ENSP00000367686	PAK7	{'PAK7'}	{'ENSG00000101349'}	{'Q9P286', 'Q9BX09', 'D3DW14', 'A8K5T6', 'Q8TB93', 'Q9ULF6', 'Q5W115'}
9606.ENSP00000367691	LPAR6	{'LPAR6'}	{'ENSG00000139679'}	{'Q7Z3S0', 'Q3KPF5', 'Q5VW44', 'Q7Z3S6', 'P43657', 'B3KVF2', 'A4FTW9', 'O15133', 'F2YGU4', 'Q53FA0'}
9606.ENSP00000367697	ATP6AP2	{'ATP6AP2'}	{'ENSG00000182220'}	{'Q8NG15', 'B7Z9I3', 'Q9UG89', 'O75787', 'Q96LB5', 'Q9H2P8', 'Q6T7F5', 'Q5QTQ7', 'Q96FV6', 'Q8NBP3'}
9606.ENSP00000367705	BCOR	{'BCOR'}	{'ENSG00000183337'}	{'Q9H232', 'Q8TEB4', 'D3DWB3', 'D3DWB4', 'Q29RF6', 'Q6W2J9', 'Q6P4B6', 'Q9H233', 'Q9HCJ7', 'Q7Z2K7', 'Q96DB3', 'Q9NXF2'}
9606.ENSP00000367714	HES5	{'HES5'}	{'ENSG00000197921'}	{'Q5TA89', 'B9DI85'}
9606.ENSP00000367715	DCDC2	{'DCDC2'}	{'ENSG00000146038'}	{'Q9UFD1', 'Q9UHG1', 'Q9ULR6', 'Q5VTR8', 'Q9UHG0', 'Q5VTR9', 'Q86W35'}
9606.ENSP00000367721	NUP160	{'NUP160'}	{'ENSG00000030066'}	{'Q9H660', 'Q12769', 'Q96GB3', 'B4DYE8', 'Q08AD3', 'Q7Z5X6', 'B4E2J9'}
9606.ENSP00000367727	PANK4	{'PANK4'}	{'ENSG00000157881'}	{'Q9NVE7', 'Q53EU3', 'Q7RTX3', 'B9DI84', 'Q9H3X5', 'Q5TA84'}
9606.ENSP00000367739	NRSN1	{'NRSN1'}	{'ENSG00000152954'}	{'Q96P21', 'B2RAV4', 'Q8N8R6', 'Q8IZ57'}
9606.ENSP00000367743	TSPAN7	{'TSPAN7'}	{'ENSG00000156298'}	{'Q9UEY9', 'D3DWB1', 'Q8WVG5', 'B2R5W7', 'P41732'}
9606.ENSP00000367746	CLLU1	{'CLLU1'}	{'ENSG00000257127'}	{'Q5K131'}
9606.ENSP00000367747	PLCH2	{'PLCH2'}	{'ENSG00000149527'}	{'Q3LUA8', 'Q86XJ2', 'Q86XU1', 'B9DI80', 'A2VCM3', 'Q8TEH5', 'O75038', 'Q86YU7', 'Q8WUS6'}
9606.ENSP00000367748	CLLU1OS	{'CLLU1OS'}	{'ENSG00000205057'}	{'Q5K130'}
9606.ENSP00000367755	CAMKMT	{'CAMKMT'}	{'ENSG00000143919'}	{'Q9H5G8', 'Q8N6P5', 'Q4ZG15', 'Q53SS6', 'Q7Z624'}
9606.ENSP00000367756	UNC13B	{'UNC13B'}	{'ENSG00000198722'}	{'Q2NKJ5', 'O14795', 'Q5VYM8'}
9606.ENSP00000367762	PLCB4	{'PLCB4'}	{'ENSG00000101333'}	{'Q17R56', 'Q9BQW8', 'Q5JYT0', 'Q5JYT3', 'Q5JYS9', 'Q15147', 'Q9BQW5', 'Q9UJQ2', 'Q5JYT4', 'E2QRH8', 'Q9BQW6', 'B7ZLK6', 'Q5JYS8'}
9606.ENSP00000367766	RPGR	{'RPGR'}	{'ENSG00000156313'}	{'Q3KN84', 'O00737', 'B1ARN3', 'O00702', 'Q92834', 'Q9HD29', 'E9PE28', 'Q8N5T6', 'Q93039', 'Q9UMR1'}
9606.ENSP00000367770	SLC35B4	{'SLC35B4'}	{'ENSG00000205060'}	{'A4D1P3', 'Q53GQ7', 'Q969S0', 'A6NNS4', 'Q96K33', 'Q8TCU7'}
9606.ENSP00000367787	LIG3	{'LIG3'}	{'ENSG00000005156'}	{'Q16714', 'E5KLB6', 'Q6NVK3', 'P49916', 'E5KLB5'}
9606.ENSP00000367792	MORN1	{'MORN1'}	{'ENSG00000116151'}	{'Q8WW30', 'Q9H852', 'A6NKZ6', 'Q5T089'}
9606.ENSP00000367794	SRPX	{'SRPX'}	{'ENSG00000101955'}	{'Q4VX66', 'G3V1L0', 'B4DDB8', 'Q99913', 'A8K065', 'P78539', 'Q99652', 'B3KWP8', 'F5H4D7', 'B4DQH5'}
9606.ENSP00000367797	SKI	{'SKI'}	{'ENSG00000157933'}	{'Q5SYT7', 'P12755'}
9606.ENSP00000367815	DNAAF1	{'DNAAF1'}	{'ENSG00000154099'}	{'B4DJA3', 'Q69YJ0', 'Q96MB6', 'Q69YI8', 'Q96LP3', 'Q69YW5', 'Q8NEP3'}
9606.ENSP00000367817	PODXL	{'PODXL'}	{'ENSG00000128567'}	{'Q53ER6', 'O00592', 'A6NHX8', 'Q52LZ7'}
9606.ENSP00000367823	FAM214B	{'FAM214B'}	{'ENSG00000005238'}	{'O60377', 'B1AML5', 'B1AML4', 'Q9P1Y9', 'D3DRN5', 'Q7L5A3', 'Q9HAI9', 'Q9BQ60'}
9606.ENSP00000367828	ITM2B	{'ITM2B'}	{'ENSG00000136156'}	{'Q5W0A3', 'Q9Y287', 'Q9NYH1', 'Q96B24'}
9606.ENSP00000367830	PRKCZ	{'PRKCZ'}	{'ENSG00000067606'}	{'A8MU64', 'Q05513', 'Q969S4', 'Q15207', 'A8K4N0', 'Q5SYT5', 'B7Z2J7', 'E9PCW2'}
9606.ENSP00000367832	CCL7	{'CCL7'}	{'ENSG00000108688'}	{'P80098', 'Q569J6'}
9606.ENSP00000367835	PRPF18	{'PRPF18'}	{'ENSG00000165630'}	{'Q99633', 'Q5T9P9', 'Q9BUI9'}
9606.ENSP00000367841	DYNLT3	{'DYNLT3'}	{'ENSG00000165169'}	{'P51808', 'Q6ICS3'}
9606.ENSP00000367848	GABRD	{'GABRD'}	{'ENSG00000187730'}	{'O14764', 'Q8N4N9'}
9606.ENSP00000367851	CYBB	{'CYBB'}	{'ENSG00000165168'}	{'Q2PP16', 'P04839', 'A8K138'}
9606.ENSP00000367878	C11orf49	{'C11orf49'}	{'ENSG00000149179'}	{'E9PAX7', 'Q9BUW5', 'Q7L077', 'Q9H6J7', 'Q9BQH4', 'Q96CS8', 'D3DQQ8'}
9606.ENSP00000367879	XK	{'XK'}	{'ENSG00000047597'}	{'Q9UC77', 'P51811', 'Q4TTN6', 'Q8IUK6'}
9606.ENSP00000367880	PIGO	{'PIGO'}	{'ENSG00000165282'}	{'Q9Y4B0', 'Q6UX80', 'Q8TDS8', 'Q96CS9', 'Q6P154', 'B1AML3', 'Q9BVN9', 'Q8TEQ8'}
9606.ENSP00000367882	LANCL3	{'LANCL3'}	{'ENSG00000147036'}	{'Q6ZV70', 'A6NHE3'}
9606.ENSP00000367888	LRP4	{'LRP4'}	{'ENSG00000134569'}	{'O75096', 'B2RN39', 'Q4AC85', 'Q5KTZ5'}
9606.ENSP00000367890	NADK	{'NADK'}	{'ENSG00000008130'}	{'O95544', 'Q9H931', 'A6NNN3', 'F5GXR5', 'B7Z434', 'Q9H2P2', 'Q5QPS4', 'A8K296'}
9606.ENSP00000367891	LGALS7	{'LGALS7'}	{'ENSG00000205076'}	{'Q6IB87', 'P47929'}
9606.ENSP00000367893	SEPHS1	{'SEPHS1'}	{'ENSG00000086475'}	{'P49903', 'B4DWK0', 'Q9BVT4', 'D3DRS9', 'Q5T5U8', 'D6PSQ9', 'Q5T5U9'}
9606.ENSP00000367910	FANCG	{'FANCG'}	{'ENSG00000221829'}	{'O15287'}
9606.ENSP00000367911	SYCE1L	{'SYCE1L'}	{'ENSG00000205078'}	{'A6NF23', 'A8MT33'}
9606.ENSP00000367913	FAM47C	{'FAM47C'}	{'ENSG00000198173'}	{'Q5HY64', 'Q6ZU46'}
9606.ENSP00000367923	SUCLA2	{'SUCLA2'}	{'ENSG00000136143'}	{'Q9P2R7', 'O95194', 'Q5T9Q4', 'Q5T9Q6', 'Q9NVP7', 'B2RDE7', 'Q9NV21'}
9606.ENSP00000367926	CXorf30	{'CXorf30'}	{'ENSG00000205081'}	{'Q5JRM8', 'Q8N6X8', 'Q6ZTR5', 'Q8N9S7', 'A6PW82', 'B1ARL5'}
9606.ENSP00000367929	CHDC2	{'CHDC2'}	{'ENSG00000176034'}	{'Q5JRM8', 'Q8N6X8', 'Q6ZTR5', 'Q8N9S7', 'A6PW82', 'B1ARL5'}
9606.ENSP00000367930	OXER1	{'OXER1'}	{'ENSG00000162881'}	{'Q86WP7', 'Q8NGW4', 'Q8TDS5'}
9606.ENSP00000367938	COX7A2L	{'COX7A2L'}	{'ENSG00000115944'}	{'Q9P118', 'O14548'}
9606.ENSP00000367939	UQCRQ	{'UQCRQ'}	{'ENSG00000164405'}	{'Q9T2V7', 'O14949', 'Q5FVE2', 'Q9BV88'}
9606.ENSP00000367942	GDF9	{'GDF9'}	{'ENSG00000164404'}	{'O60383', 'Q4VAW5'}
9606.ENSP00000367950	SHROOM1	{'SHROOM1'}	{'ENSG00000164403'}	{'Q8TDP0', 'B7ZL01', 'B7WP40', 'Q8TF41', 'Q2M3G4'}
9606.ENSP00000367952	UCMA	{'UCMA'}	{'ENSG00000165623'}	{'Q8WVF2'}
9606.ENSP00000367965	SOWAHA	{'SOWAHA'}	{'ENSG00000198944'}	{'Q2M3V2', 'Q8NAE7'}
9606.ENSP00000367972	ID4	{'ID4'}	{'ENSG00000172201'}	{'P47928', 'Q13005'}
9606.ENSP00000367983	C2orf91	{'C2orf91'}	{'ENSG00000205086'}	{'Q6ZV80'}
9606.ENSP00000367991	Sept-08	{'SEPT8'}	{'ENSG00000164402'}	{'A6NKP6', 'A6NC65', 'F6W7K9', 'Q8IX36', 'Q9BVB3', 'Q8IX37', 'Q92599'}
9606.ENSP00000367992	ESD	{'ESD'}	{'ENSG00000139684'}	{'Q5TBV2', 'Q5TBV0', 'Q5TBU8', 'Q9BVJ2', 'P10768'}
9606.ENSP00000368007	TMEM240	{'TMEM240'}	{'ENSG00000205090'}	{'Q5SV17', 'B9EJG7'}
9606.ENSP00000368017	ZFC3H1	{'ZFC3H1'}	{'ENSG00000133858'}	{'Q6GMU1', 'O60293', 'Q96BE7', 'Q6P2S9', 'Q6ZV36'}
9606.ENSP00000368022	OPTN	{'OPTN'}	{'ENSG00000123240'}	{'Q9UET9', 'D3DRS4', 'Q5T674', 'Q8N562', 'Q9UEV4', 'D3DRS8', 'Q5T672', 'Q9Y218', 'Q96CV9', 'Q5T673', 'Q7LDL9', 'Q5T675', 'B3KP00'}
9606.ENSP00000368030	ATAD3A	{'ATAD3A'}	{'ENSG00000197785'}	{'D2K8Q1', 'Q9NVI7', 'G3V1I6', 'Q5SV23', 'Q8N275', 'Q96A50', 'B3KPB3'}
9606.ENSP00000368055	ENSG00000205106		{'ENSG00000205106'}	
9606.ENSP00000368062	ATAD3C	{'ATAD3C'}	{'ENSG00000215915'}	{'Q8N1Z5', 'Q5T2N8'}
9606.ENSP00000368066	HAO1	{'HAO1'}	{'ENSG00000101323'}	{'Q14CQ0', 'Q9UPZ0', 'Q9Y3I7', 'Q9UJM8'}
9606.ENSP00000368079	CYP4V2	{'CYP4V2'}	{'ENSG00000145476'}	{'Q6ZWL3', 'B7U6W2', 'Q6ZTM4'}
9606.ENSP00000368080	CDKL4	{'CDKL4'}	{'ENSG00000205111'}	{'Q2NME9', 'Q5MAI5'}
9606.ENSP00000368100	RAD50	{'RAD50'}	{'ENSG00000113522'}	{'Q9UP86', 'O43254', 'Q92878', 'Q6P5X3', 'B9EGF5', 'Q6GMT7'}
9606.ENSP00000368102	CCDC3	{'CCDC3'}	{'ENSG00000151468'}	{'Q9BQI4', 'Q5VYV9', 'Q5VYV8'}
9606.ENSP00000368104	BMP2	{'BMP2'}	{'ENSG00000125845'}	{'P12643'}
9606.ENSP00000368109	ACCSL	{'ACCSL'}	{'ENSG00000205126'}	{'Q4AC99'}
9606.ENSP00000368119	GALT	{'GALT'}	{'ENSG00000213930'}	{'Q96BY1', 'Q14369', 'Q14372', 'Q14389', 'Q14377', 'Q14355', 'Q14364', 'Q14359', 'Q16766', 'E7ET32', 'Q14375', 'Q14365', 'Q14385', 'Q5VZ81', 'Q14358', 'Q14356', 'P07902', 'Q14360', 'B4E097', 'Q53XK1', 'Q14357', 'Q14378', 'Q14363', 'Q14380', 'Q14384', 'Q14374', 'Q14387', 'Q14382', 'Q14370', 'Q14361', 'Q14381', 'Q14371', 'Q14386', 'Q14383', 'Q14373'}
9606.ENSP00000368127	C4orf47	{'C4orf47'}	{'ENSG00000205129'}	{'Q5BLP7', 'A7E2U8'}
9606.ENSP00000368135	LRRN4	{'LRRN4'}	{'ENSG00000125872'}	{'Q8WUT4', 'Q9H419', 'A8K258', 'Q5JWV6'}
9606.ENSP00000368140	CRLS1	{'CRLS1'}	{'ENSG00000088766'}	{'Q69YQ5', 'E9PAT4', 'D3DW09', 'Q9UJA2', 'Q27RP0'}
9606.ENSP00000368144	PRR5L	{'PRR5L'}	{'ENSG00000135362'}	{'Q6MZQ0', 'A4QN22', 'Q96H46', 'E9PKY1', 'Q9H7V4'}
9606.ENSP00000368152	ALKBH6	{'ALKBH6'}	{'ENSG00000239382'}	{'A8MU96', 'A5LGM8', 'A6NLP1', 'Q3KRA9'}
9606.ENSP00000368164	MCM8	{'MCM8'}	{'ENSG00000125885'}	{'E7EQU7', 'Q86US4', 'Q9UJA3', 'D3DW08', 'Q495R7', 'Q969I5', 'Q495R4', 'Q495R6', 'B2RBG7'}
9606.ENSP00000368165	SDHAF1	{'SDHAF1'}	{'ENSG00000205138'}	{'B2RPM7', 'A6NFY7'}
9606.ENSP00000368169	DVL1	{'DVL1'}	{'ENSG00000107404'}	{'Q5TA35', 'O14640', 'Q5TA33'}
9606.ENSP00000368173	DHRS13	{'DHRS13'}	{'ENSG00000167536'}	{'Q96BH7', 'B4DJC5', 'Q6UX07'}
9606.ENSP00000368189	ARID3C	{'ARID3C'}	{'ENSG00000205143'}	{'A6NKF2'}
9606.ENSP00000368190	NPHS1	{'NPHS1'}	{'ENSG00000161270'}	{'A6NDH2', 'C3RX61', 'O60500'}
9606.ENSP00000368199	PGPEP1L	{'PGPEP1L'}	{'ENSG00000183571'}	{'H0YF86', 'A6NFU8'}
9606.ENSP00000368207	FTHL17	{'FTHL17'}	{'ENSG00000132446'}	{'Q9BXU8', 'Q6NTE2', 'Q6NT24'}
9606.ENSP00000368215	TAB3	{'TAB3'}	{'ENSG00000157625'}	{'Q8N5C8', 'A6NDD9', 'Q6VQR0'}
9606.ENSP00000368237	ATL2	{'ATL2'}	{'ENSG00000119787'}	{'Q7Z630', 'Q8NHH8', 'Q8NHH9', 'Q4ZG30', 'B7Z1X2', 'Q9H5M7', 'B7Z7X8'}
9606.ENSP00000368244	CHGB	{'CHGB'}	{'ENSG00000089199'}	{'A8K021', 'Q9UC25', 'Q9BQV6', 'P05060', 'Q6IBS6', 'Q9UJA6', 'Q59EU9'}
9606.ENSP00000368245	CXorf21	{'CXorf21'}	{'ENSG00000120280'}	{'Q9HAI6'}
9606.ENSP00000368253	NR0B1	{'NR0B1'}	{'ENSG00000169297'}	{'Q96F69', 'P51843'}
9606.ENSP00000368264	MAGEB1	{'MAGEB1'}	{'ENSG00000214107'}	{'Q6FHJ0', 'O00601', 'B2RC79', 'Q96CW8', 'O75862', 'P43366'}
9606.ENSP00000368265	CNTFR	{'CNTFR'}	{'ENSG00000122756'}	{'P26992', 'Q5U050'}
9606.ENSP00000368266	MAGEB4	{'MAGEB4'}	{'ENSG00000120289'}	{'Q6FHH4', 'Q8IZ00', 'O15481', 'B2R9G0'}
9606.ENSP00000368273	MAGEB2	{'MAGEB2'}	{'ENSG00000099399'}	{'O75860', 'O15479'}
9606.ENSP00000368278	IL1RAPL1	{'IL1RAPL1'}	{'ENSG00000169306'}	{'Q9NZN1', 'A0AVG4', 'Q9UJ53'}
9606.ENSP00000368292	C7orf66	{'C7orf66'}	{'ENSG00000205174'}	{'A4D0T2'}
9606.ENSP00000368296	C11orf91	{'C11orf91'}	{'ENSG00000205177'}	{'Q3C1V1', 'Q3C1V2'}
9606.ENSP00000368304	MAGEB10	{'MAGEB10'}	{'ENSG00000177689'}	{'Q96LZ2', 'Q494Y6', 'Q494Y7', 'Q9BZ78'}
9606.ENSP00000368305	GPCPD1	{'GPCPD1'}	{'ENSG00000125772'}	{'Q9NUX0', 'D3DW06', 'Q9BQL8', 'Q9NPB8'}
9606.ENSP00000368314	NRCAM	{'NRCAM'}	{'ENSG00000091129'}	{'Q92823', 'Q14BM2', 'A4D0S3', 'O15051', 'E9PDA4', 'Q9UHI3', 'Q9UHI4', 'O15179'}
9606.ENSP00000368318	PUSL1	{'PUSL1'}	{'ENSG00000169972'}	{'B4DP76', 'Q8N0Z8', 'Q5TA41'}
9606.ENSP00000368320	MAGEB6	{'MAGEB6'}	{'ENSG00000176746'}	{'Q9H219', 'Q6GS19', 'Q8N7X4'}
9606.ENSP00000368332	ARX	{'ARX'}	{'ENSG00000004848'}	{'Q96QS3'}
9606.ENSP00000368341	RBM24	{'RBM24'}	{'ENSG00000112183'}	{'E9PAY4', 'Q96NI3', 'Q6QDA4', 'Q9BX46', 'Q8N9D3'}
9606.ENSP00000368349	POLA1	{'POLA1'}	{'ENSG00000101868'}	{'P09884', 'Q86UQ7'}
9606.ENSP00000368356	PRKD3	{'PRKD3'}	{'ENSG00000115825'}	{'Q8NEL8', 'Q53TR7', 'D6W587', 'O94806'}
9606.ENSP00000368362	FABP9	{'FABP9'}	{'ENSG00000205186'}	{'Q0Z7S8'}
9606.ENSP00000368389	NGRN	{'NGRN'}	{'ENSG00000182768'}	{'B2R6M8', 'Q4V9L7', 'Q9NPE2', 'Q9HBL4'}
9606.ENSP00000368397	LYRM9	{'LYRM9'}	{'ENSG00000232859'}	{'Q6X7B8', 'A6NJT7', 'A8MSI8'}
9606.ENSP00000368402	KCTD4	{'KCTD4'}	{'ENSG00000180332'}	{'Q8WVF5', 'Q5W0P9'}
9606.ENSP00000368411	SCNN1D	{'SCNN1D'}	{'ENSG00000162572'}	{'A9Z1X6', 'Q09HT0', 'P51172', 'B1PS44', 'Q08AQ3', 'Q8NA24', 'Q5T7L3'}
9606.ENSP00000368414	BCAP29	{'BCAP29'}	{'ENSG00000075790'}	{'O95003', 'G5E9L4', 'Q9UHQ4'}
9606.ENSP00000368439	PCYT1B	{'PCYT1B'}	{'ENSG00000102230'}	{'B2RCX8', 'Q9Y5K3', 'Q86XC9', 'O60621', 'B4DK10', 'E9PD84', 'A8IX00'}
9606.ENSP00000368447	GPALPP1	{'GPALPP1'}	{'ENSG00000133114'}	{'Q05BX8', 'Q9P0W6', 'Q8IXQ4', 'Q9H2R0', 'Q5T3Z3', 'Q5T3Z5', 'Q05D87', 'A8K8X8', 'Q9C0F9'}
9606.ENSP00000368450	CD83	{'CD83'}	{'ENSG00000112149'}	{'Q5THX9', 'Q01151'}
9606.ENSP00000368455	NUDT2	{'NUDT2'}	{'ENSG00000164978'}	{'P50583', 'Q5T589', 'D3DRM0'}
9606.ENSP00000368458	PCNA	{'PCNA'}	{'ENSG00000132646'}	{'D3DW02', 'B2R897', 'P12004'}
9606.ENSP00000368459	NUFIP1	{'NUFIP1'}	{'ENSG00000083635'}	{'Q96SG1', 'Q9UHK0', 'Q8WVM5'}
9606.ENSP00000368464	KIF24	{'KIF24'}	{'ENSG00000186638'}	{'Q5T7B7', 'Q6ZU97', 'Q9NV43', 'Q5T7B5', 'Q6ZUZ2', 'Q2TB93', 'Q86XZ0', 'Q5T7B8'}
9606.ENSP00000368468	MCUR1	{'MCUR1'}	{'ENSG00000050393'}	{'Q9H7F8', 'Q96JS7', 'Q96AQ8'}
9606.ENSP00000368475	ZFX	{'ZFX'}	{'ENSG00000005889'}	{'B9EG97', 'Q8WYJ8', 'P17010', 'O43668'}
9606.ENSP00000368477	SERP2	{'SERP2'}	{'ENSG00000151778'}	{'Q8N6R1'}
9606.ENSP00000368496	B3GALT6	{'B3GALT6'}	{'ENSG00000176022'}	{'Q96L58', 'Q5T7M5'}
9606.ENSP00000368503	C4orf46	{'C4orf46'}	{'ENSG00000205208'}	{'Q504U0', 'B3KNH7'}
9606.ENSP00000368511	CXorf58	{'CXorf58'}	{'ENSG00000165182'}	{'Q96LI9'}
9606.ENSP00000368516	LGR4	{'LGR4'}	{'ENSG00000205213'}	{'G5E9B3', 'Q8N537', 'Q9NYD1', 'A6NCH3', 'Q9BXB1'}
9606.ENSP00000368517	ECHDC3	{'ECHDC3'}	{'ENSG00000134463'}	{'Q9H7G4', 'Q96DC8', 'Q5W0J7', 'Q8WYY8', 'Q9BVL8', 'Q53HR9'}
9606.ENSP00000368523	DNAJC15	{'DNAJC15'}	{'ENSG00000120675'}	{'Q9Y5T4', 'Q6X963', 'Q5T219', 'B2R4L0'}
9606.ENSP00000368528	APOO	{'APOO'}	{'ENSG00000184831'}	{'Q9BUR5', 'Q9H3J9', 'B2R4K9'}
9606.ENSP00000368538	TNFRSF4	{'TNFRSF4'}	{'ENSG00000186827'}	{'Q13663', 'Q5T7M0', 'P43489', 'Q2M312'}
9606.ENSP00000368540	UBAP2	{'UBAP2'}	{'ENSG00000137073'}	{'Q2M2R4', 'Q8NC94', 'Q9P237', 'Q5T6F2', 'Q5JV03', 'Q6PK34'}
9606.ENSP00000368544	VIT	{'VIT'}	{'ENSG00000205221'}	{'A6NKI9', 'Q9UDN0', 'A8K7Y4', 'Q6UXI7', 'Q6P7T3', 'Q96DT1', 'E9PF47', 'Q96DM8', 'A1A526'}
9606.ENSP00000368547	FEZ2	{'FEZ2'}	{'ENSG00000171055'}	{'Q76LN0', 'Q99690', 'Q5EBN3', 'Q9UHY8'}
9606.ENSP00000368565	DNAJC2	{'DNAJC2'}	{'ENSG00000105821'}	{'Q9BVX1', 'Q99543', 'A4VCI0'}
