Ensembl_ID	Preferred_name	Ensembl_HGNC	Ensembl_gene	Ensembl_UniProt_AC
9606.ENSP00000363313	PRPF4	{'PRPF4'}	{'ENSG00000136875'}	{'Q5T1M8', 'Q96DG2', 'O43445', 'O43864', 'Q96IK4', 'O43172'}
9606.ENSP00000363314	LIN28A	{'LIN28A'}	{'ENSG00000131914'}	{'Q9H9Z2'}
9606.ENSP00000363317	FRMPD2	{'FRMPD2'}	{'ENSG00000170324'}	{'Q2VY07', 'Q6GMQ9', 'Q6ZN38', 'B7WNW0', 'B7ZML5', 'Q68DX3', 'Q8N5T9', 'Q6ZWI2'}
9606.ENSP00000363318	IL2RG	{'IL2RG'}	{'ENSG00000147168'}	{'Q5FC12', 'P31785'}
9606.ENSP00000363322	CDC26	{'CDC26'}	{'ENSG00000176386'}	{'Q8NHZ8'}
9606.ENSP00000363329	SLC31A1	{'SLC31A1'}	{'ENSG00000136868'}	{'O15431', 'Q5T1M4', 'Q53GR5', 'A8K8Z6'}
9606.ENSP00000363330	CD52	{'CD52'}	{'ENSG00000169442'}	{'Q5T138', 'Q9BW46', 'P31358'}
9606.ENSP00000363339	UBXN11	{'UBXN11'}	{'ENSG00000158062'}	{'Q5T117', 'Q5T133', 'Q8NA18', 'Q63HM6', 'Q8N9M4', 'Q8N1L6', 'Q71RB3', 'Q5T131', 'Q5T125', 'Q8NFE3', 'Q8IY27', 'Q5T124', 'Q8NFE6', 'D3DPK6', 'Q5T126', 'Q5T120', 'Q5T129', 'Q8NFE4'}
9606.ENSP00000363345	SLC46A2	{'SLC46A2'}	{'ENSG00000119457'}	{'Q86VT0', 'Q9BY10', 'Q96NE2', 'B1ALK1'}
9606.ENSP00000363349	SNX30	{'SNX30'}	{'ENSG00000148158'}	{'Q5VWJ9'}
9606.ENSP00000363360	INIP	{'INIP'}	{'ENSG00000148153'}	{'Q5VWJ7', 'Q9NRY2', 'Q96E04', 'Q9P090'}
9606.ENSP00000363369	CXorf65	{'CXorf65'}	{'ENSG00000204165'}	{'A6NEN9'}
9606.ENSP00000363371	CNKSR1	{'CNKSR1'}	{'ENSG00000142675'}	{'Q969H4', 'B1AMW9', 'O95381'}
9606.ENSP00000363377	FOXO4	{'FOXO4'}	{'ENSG00000184481'}	{'Q8TDK9', 'Q3KPF1', 'B7WPJ7', 'O43821', 'P98177', 'Q13720'}
9606.ENSP00000363382	SUSD1	{'SUSD1'}	{'ENSG00000106868'}	{'Q8WU83', 'Q5T8V7', 'Q6P9G7', 'Q96DM9', 'Q6UWL2', 'Q5T8V6', 'A8KA03', 'Q9NTA7', 'A1A4C5', 'Q9H6V2'}
9606.ENSP00000363384	ZNF593	{'ZNF593'}	{'ENSG00000142684'}	{'Q5T2H7', 'B2R4S0', 'O00488'}
9606.ENSP00000363386	FAM110D	{'FAM110D'}	{'ENSG00000197245'}	{'Q9H7Z4', 'A8K3V0', 'Q8TAY7'}
9606.ENSP00000363389	PDIK1L	{'PDIK1L'}	{'ENSG00000175087'}	{'Q8N165', 'Q5T2I0', 'Q8NDB3', 'B2R777', 'D3DPK2'}
9606.ENSP00000363390	TRIM63	{'TRIM63'}	{'ENSG00000158022'}	{'Q5T2I1', 'Q96KD9', 'Q96BD3', 'Q969Q1', 'B4DN95', 'Q9BYV4'}
9606.ENSP00000363391	SPAG4	{'SPAG4'}	{'ENSG00000061656'}	{'O43648', 'Q9NPE6'}
9606.ENSP00000363394	SLC30A2	{'SLC30A2'}	{'ENSG00000158014'}	
9606.ENSP00000363397	UGCG	{'UGCG'}	{'ENSG00000148154'}	{'Q5T258', 'Q16739'}
9606.ENSP00000363398	EXTL1	{'EXTL1'}	{'ENSG00000158008'}	{'Q6GSC1', 'Q92935'}
9606.ENSP00000363400	PAFAH2	{'PAFAH2'}	{'ENSG00000158006'}	{'O15458', 'Q5SY02', 'D3DPK1', 'Q99487'}
9606.ENSP00000363405	C9orf84	{'C9orf84'}	{'ENSG00000165181'}	{'Q96M73', 'Q2M1H8', 'A2A2V3', 'Q5VXU9'}
9606.ENSP00000363411	GNG10	{'GNG10'}	{'ENSG00000242616'}	{'P50151', 'Q4VC27', 'Q3B7K2'}
9606.ENSP00000363412	ENSG00000244115	{'DNAJC25-GNG10'}	{'ENSG00000244115'}	{'A0A024R161'}
9606.ENSP00000363414	PAQR7	{'PAQR7'}	{'ENSG00000182749'}	{'Q5XKF9', 'A2A2D3', 'Q86WK9', 'Q86VE4'}
9606.ENSP00000363417	SLC7A3	{'SLC7A3'}	{'ENSG00000165349'}	{'Q96SZ7', 'Q8N185', 'D3DVU7', 'Q5JQR2', 'Q8NCA7', 'Q8WY07'}
9606.ENSP00000363419	MTFR1L	{'MTFR1L'}	{'ENSG00000117640'}	{'A6NCB4', 'Q9NUI7', 'Q63HP1', 'Q7Z2S7', 'Q9H019', 'B7WNV5', 'D3DPJ4'}
9606.ENSP00000363431	NPY4R	{'NPY4R'}	{'ENSG00000204174'}	{'Q13456', 'Q5T2X9', 'Q6FH06', 'P50391', 'Q5ISU3'}
9606.ENSP00000363435	ITPR3	{'ITPR3'}	{'ENSG00000096433'}	{'Q14573', 'Q14649', 'Q5TAQ2'}
9606.ENSP00000363436	GPRIN2	{'GPRIN2'}	{'ENSG00000204175'}	{'O60269', 'Q5SVF0'}
9606.ENSP00000363441	ENSG00000204176	{'SYT15'}	{'ENSG00000204176'}	{'A5D6W8', 'Q5VY53', 'Q9BQS2', 'Q7Z439', 'Q7Z440', 'Q5VY55'}
9606.ENSP00000363452	MAN1C1	{'MAN1C1'}	{'ENSG00000117643'}	{'Q9NR34', 'Q9Y545', 'B2RNP2', 'A6NNE2'}
9606.ENSP00000363458	LDLRAP1	{'LDLRAP1'}	{'ENSG00000157978'}	{'Q5SW96', 'Q6TQS9', 'A2BHI5', 'Q9UFI9', 'Q8N2Y0'}
9606.ENSP00000363459	PTPN20A	{'PTPN20A'}	{'ENSG00000204179'}	{'Q4JDK9', 'Q4JDK1', 'Q4JDK5', 'Q4JDL6', 'Q4JDL8', 'Q4JDL1', 'Q4JDL5', 'Q5T1G3', 'Q4JDL7', 'Q5RJ33', 'Q4JDK6', 'B7ZKV3', 'Q4JDL0', 'Q4JDL3', 'A6NNH8', 'Q4JDL4', 'Q4JDK8', 'Q4JDG6'}
9606.ENSP00000363463	TMEM57	{'TMEM57'}	{'ENSG00000204178'}	{'Q2TLX5', 'B1AK00', 'Q2TLX6', 'Q9NVG6', 'Q8N5G2'}
9606.ENSP00000363478	TMEM50A	{'TMEM50A'}	{'ENSG00000183726'}	{'O95807'}
9606.ENSP00000363480	DLG3	{'DLG3'}	{'ENSG00000082458'}	{'Q92796', 'B4E0H1', 'Q5JUW7', 'Q9ULI8', 'D3DVU5', 'Q5JUW6'}
9606.ENSP00000363482	FAM21C	{'FAM21C'}	{'ENSG00000172661'}	{'Q7L521', 'Q9UG79', 'F5H871', 'Q5SQU4', 'B9EK53', 'F5H0J6', 'Q9Y4E1', 'B4DZQ6', 'Q5SQU5'}
9606.ENSP00000363492	GDF5	{'GDF5'}	{'ENSG00000125965'}	{'Q96SB1', 'E1P5Q2', 'P43026'}
9606.ENSP00000363495	GDF5OS	{'GDF5OS'}	{'ENSG00000204183'}	{'Q5U4N7', 'A6PVI8'}
9606.ENSP00000363500	CLIC4	{'CLIC4'}	{'ENSG00000169504'}	{'Q9Y696', 'Q9UQJ6', 'Q9UFW9'}
9606.ENSP00000363506	UQCC1	{'UQCC1'}	{'ENSG00000101019'}	{'Q86YU3', 'Q9H9R5', 'Q9H438', 'Q9H452', 'B1AKV5', 'Q86YU4', 'Q96H66', 'Q9NVA1', 'Q0VF37', 'Q9H9K8', 'Q5T348', 'Q5T351', 'Q5T353'}
9606.ENSP00000363512	ALOX5	{'ALOX5'}	{'ENSG00000012779'}	{'B7ZLS0', 'P09917', 'E5FPY5', 'E5FPY7', 'E5FPY8', 'Q5JQ14'}
9606.ENSP00000363513	NCMAP	{'NCMAP'}	{'ENSG00000184454'}	{'Q5T1S8', 'A0PK04', 'B2RV34'}
9606.ENSP00000363516	RCAN3	{'RCAN3'}	{'ENSG00000117602'}	{'G1FLF0', 'E7EWD8', 'E5L4P0', 'Q9NUC8', 'E3VWE2', 'Q5ECL3', 'Q9UKA7', 'Q9UKA8', 'E7ENV1', 'A4LA69', 'Q5TGC6', 'E5L4P7', 'G1FI66', 'A4GU14'}
9606.ENSP00000363520	NIPAL3	{'NIPAL3'}	{'ENSG00000001461'}	{'A2A298', 'Q6P499', 'Q6MZT9', 'Q9BVE6'}
9606.ENSP00000363524	KIF4A	{'KIF4A'}	{'ENSG00000090889'}	{'D3DVU4', 'Q86XX7', 'O95239', 'Q9NNY6', 'Q9UMW3', 'Q86TN3', 'Q9NY24', 'B2R7V5'}
9606.ENSP00000363529	FAM83C	{'FAM83C'}	{'ENSG00000125998'}	{'Q8N276', 'Q9BQN1', 'Q14D67', 'Q5JWN6'}
9606.ENSP00000363530	STPG1	{'STPG1'}	{'ENSG00000001460'}	{'Q49AP0', 'Q86VU9', 'Q5TH74', 'Q8WVQ3', 'Q6P3R4'}
9606.ENSP00000363533	MDH1B	{'MDH1B'}	{'ENSG00000138400'}	{'Q53TK9', 'A8K8M1', 'Q8IV51', 'Q5I0G3'}
9606.ENSP00000363545	ZDBF2	{'ZDBF2'}	{'ENSG00000204186'}	{'Q6ZSN8', 'Q6ZNP7', 'Q9HCK1'}
9606.ENSP00000363553	LPAR1	{'LPAR1'}	{'ENSG00000198121'}	{'O00656', 'B4DK36', 'P78351', 'O00722', 'Q92633'}
9606.ENSP00000363557	MYOM3	{'MYOM3'}	{'ENSG00000142661'}	{'Q6AWC0', 'Q5VTT6', 'Q6AWC1', 'Q6NXF9', 'Q5VTT5', 'A6NF75', 'Q6ZRG7', 'Q8NA11', 'Q96C54', 'Q7Z3G9'}
9606.ENSP00000363571	MUSK	{'MUSK'}	{'ENSG00000030304'}	{'Q32MJ8', 'O15146', 'Q32MJ9', 'Q5VZW8', 'Q5VZW7'}
9606.ENSP00000363574	EIF6	{'EIF6'}	{'ENSG00000242372'}	{'Q6IBN8', 'Q96TD5', 'B7ZBG9', 'P56537'}
9606.ENSP00000363583	RASGEF1A	{'RASGEF1A'}	{'ENSG00000198915'}	{'Q8N9B8', 'Q8TBF1'}
9606.ENSP00000363590	CSGALNACT2	{'CSGALNACT2'}	{'ENSG00000169826'}	{'Q8TCH4', 'Q8N6G5', 'Q6MZP6', 'Q9P1I6', 'Q6MZJ5', 'B3KWL7'}
9606.ENSP00000363591	BAK1	{'BAK1'}	{'ENSG00000030110'}	{'Q92533', 'Q16611', 'C0H5Y7', 'Q6I9T6'}
9606.ENSP00000363596	CNR2	{'CNR2'}	{'ENSG00000188822'}	{'Q6B0G7', 'Q4VBK8', 'P34972', 'Q6NSY0', 'C6ES44', 'Q5JRH7'}
9606.ENSP00000363603	FUCA1	{'FUCA1'}	{'ENSG00000179163'}	{'Q14334', 'Q14335', 'Q8NAC2', 'B2RBG3', 'Q3LID0', 'P04066'}
9606.ENSP00000363614	HMGCL	{'HMGCL'}	{'ENSG00000117305'}	{'B4DUP4', 'Q96FP8', 'P35914', 'D3Y5K7', 'Q6IBC0', 'B7UCC6'}
9606.ENSP00000363616	EDEM2	{'EDEM2'}	{'ENSG00000088298'}	{'B4DTG9', 'Q9NVE6', 'Q6GU33', 'Q6IA89', 'Q9NTL9', 'Q9H4U0', 'Q9H886', 'Q6UWZ4', 'Q9BV94'}
9606.ENSP00000363624	CUTA	{'CUTA'}	{'ENSG00000112514'}	
9606.ENSP00000363634	TXNDC8	{'TXNDC8'}	{'ENSG00000204193'}	{'Q5T934', 'A1L4I2', 'A6NDK7', 'Q6A555'}
9606.ENSP00000363638	LYPLA2	{'LYPLA2'}	{'ENSG00000011009'}	{'O95372', 'Q7Z4Z2'}
9606.ENSP00000363640	PHF1	{'PHF1'}	{'ENSG00000112511'}	{'O60929', 'Q96KM7', 'B1AZX3', 'Q5SU07', 'Q5SU08', 'O43189', 'B1AZX2'}
9606.ENSP00000363641	TXN	{'TXN'}	{'ENSG00000136810'}	{'Q9UDG5', 'Q53X69', 'B1ALW1', 'Q96KI3', 'O60744', 'P10599'}
9606.ENSP00000363642	BMS1	{'BMS1'}	{'ENSG00000165733'}	{'Q5QPT5', 'Q14692', 'Q86XJ9'}
9606.ENSP00000363643	P2RY4	{'P2RY4'}	{'ENSG00000186912'}	{'P51582', 'Q502W2', 'Q5JT22', 'Q4VBB7', 'Q4VBB8'}
9606.ENSP00000363645	AWAT1	{'AWAT1'}	{'ENSG00000204195'}	{'Q6IEE4', 'Q58HT5', 'Q5JT21'}
9606.ENSP00000363654	ENSG00000157654	{'PALM2-AKAP2'}	{'ENSG00000157654'}	
9606.ENSP00000363661	IGBP1	{'IGBP1'}	{'ENSG00000089289'}	{'Q8TAB2', 'P78318'}
9606.ENSP00000363667	PTPN3	{'PTPN3'}	{'ENSG00000070159'}	{'E9PGU7', 'A0AUW9', 'P26045', 'E7EN99'}
9606.ENSP00000363668	DAXX	{'DAXX'}	{'ENSG00000204209'}	{'Q9UER7', 'F5ANJ6', 'F5ANJ7', 'F5H082', 'Q5STK9', 'O15141', 'O14747', 'B4E1I3', 'Q9BWI3', 'O15208'}
9606.ENSP00000363676	RPL11	{'RPL11'}	{'ENSG00000142676'}	{'Q9Y674', 'P39026', 'P25121', 'Q8TDH2', 'P62913'}
9606.ENSP00000363680	EDA	{'EDA'}	{'ENSG00000158813'}	{'A0AUZ2', 'B7ZLU4', 'Q9Y6L4', 'Q9Y6L1', 'B7ZLU2', 'A2A337', 'Q5JS00', 'Q9Y6L2', 'O75910', 'Q9UP77', 'Q9Y6L3', 'Q9Y6L0', 'Q92838', 'Q5JUM7'}
9606.ENSP00000363683	MDS2	{'MDS2'}	{'ENSG00000197880'}	{'Q8NDY4'}
9606.ENSP00000363689	ID3	{'ID3'}	{'ENSG00000117318'}	{'A8K1T8', 'Q02535', 'O75641'}
9606.ENSP00000363694	EPB41L4B	{'EPB41L4B'}	{'ENSG00000095203'}	{'Q9H328', 'Q9H329', 'Q5T4G6', 'Q9P2V3', 'Q5T4G5'}
9606.ENSP00000363708	BMPR2	{'BMPR2'}	{'ENSG00000204217'}	{'Q53SA5', 'Q16569', 'Q13873', 'Q13161', 'Q585T8', 'Q4ZG08'}
9606.ENSP00000363714	TMEM245	{'TMEM245'}	{'ENSG00000106771'}	{'Q5JTQ5', 'B4DSW7', 'Q96CG6', 'Q8NDJ5', 'Q6ZME3', 'Q5SS43', 'Q9H330'}
9606.ENSP00000363727	STARD8	{'STARD8'}	{'ENSG00000130052'}	{'Q68DG7', 'Q92502', 'Q5JST0', 'A8K6T2', 'D3DVT9'}
9606.ENSP00000363745	HNRNPR	{'HNRNPR'}	{'ENSG00000125944'}	{'S4R3J4', 'Q5TEH1', 'Q2L7G6', 'Q9BV64', 'O43390'}
9606.ENSP00000363746	WDR46	{'WDR46'}	{'ENSG00000227057'}	{'A6NDP5', 'Q5HYZ0', 'Q5STR3', 'Q5STK5', 'O15213'}
9606.ENSP00000363748	HTR1D	{'HTR1D'}	{'ENSG00000179546'}	{'P28221'}
9606.ENSP00000363753	FAM206A	{'FAM206A'}	{'ENSG00000119328'}	{'Q5JTR0', 'Q9NX38', 'Q5JTR1'}
9606.ENSP00000363763	EPHB2	{'EPHB2'}	{'ENSG00000133216'}	{'Q5T0U7', 'P29323', 'Q5T0U8', 'Q5T0U6', 'O43477'}
9606.ENSP00000363770	C1QC	{'C1QC'}	{'ENSG00000159189'}	{'Q7Z502', 'Q96DL2', 'P02747', 'Q96H05'}
9606.ENSP00000363773	C1QA	{'C1QA'}	{'ENSG00000173372'}	{'Q5T963', 'P02745', 'B2R4X2'}
9606.ENSP00000363779	IKBKAP	{'IKBKAP'}	{'ENSG00000070061'}	{'Q5JSV2', 'O95163', 'Q9UG87', 'Q9H327'}
9606.ENSP00000363787	RING1	{'RING1'}	{'ENSG00000204227'}	
9606.ENSP00000363794	HSD17B8	{'HSD17B8'}	{'ENSG00000204228'}	
9606.ENSP00000363799	ACTL7B	{'ACTL7B'}	{'ENSG00000148156'}	{'Q5JSV1', 'Q9Y614', 'B2R9Q2'}
9606.ENSP00000363804	KLF4	{'KLF4'}	{'ENSG00000136826'}	{'Q9UNP3', 'Q5T3J9', 'P78338', 'O43474', 'B3KT79', 'B2R8S4', 'Q8N717', 'L0R4N5', 'Q5T3J8', 'L0R3I6'}
9606.ENSP00000363809	SLC39A7	{'SLC39A7'}	{'ENSG00000112473'}	
9606.ENSP00000363817	RXRB	{'RXRB'}	{'ENSG00000204231'}	{'Q5STQ1', 'Q59G65', 'Q5JP92', 'P28703', 'P28702'}
9606.ENSP00000363822	AR	{'AR'}	{'ENSG00000169083'}	{'A2RUN2', 'A0A0B4J1T2', 'P10275', 'Q9UD95', 'E7EVX6', 'C0JKD4', 'B1AKD7', 'C0JKD3'}
9606.ENSP00000363824	TMEM38B	{'TMEM38B'}	{'ENSG00000095209'}	{'Q5JR63', 'Q5SVN5', 'Q6IA97', 'Q9NVV0', 'Q5VTE2', 'Q5SVN6'}
9606.ENSP00000363826	FZD8	{'FZD8'}	{'ENSG00000177283'}	{'Q9H461'}
9606.ENSP00000363827	HSPG2	{'HSPG2'}	{'ENSG00000142798'}	{'Q5SZI3', 'Q16287', 'P98160', 'Q9H3V5'}
9606.ENSP00000363832	AOX1	{'AOX1'}	{'ENSG00000138356'}	{'Q53TV3', 'Q53RR8', 'Q06278', 'Q9BYF0', 'Q9UPG6', 'O14765'}
9606.ENSP00000363836	CCNY	{'CCNY'}	{'ENSG00000108100'}	{'Q2M3V4', 'Q8TEX2', 'D3DRY9', 'Q7Z4U7', 'Q8ND76', 'B7ZKX9', 'Q96P45', 'Q6NT86', 'Q8TEX3', 'Q2TU96', 'Q96M99'}
9606.ENSP00000363840	COL11A2	{'COL11A2'}	{'ENSG00000204248'}	
9606.ENSP00000363852	SLC44A1	{'SLC44A1'}	{'ENSG00000070214'}	{'Q8WVB0', 'Q96KU3', 'Q9NY69', 'Q8WWI5', 'A6NLZ9', 'Q5VUB3'}
9606.ENSP00000363868	ABCA1	{'ABCA1'}	{'ENSG00000165029'}	{'Q96S56', 'Q5VX33', 'Q96T85', 'Q9UN09', 'O95477', 'Q9UN06', 'Q9UN08', 'Q9NQV4', 'Q9UN07'}
9606.ENSP00000363869	VSIG4	{'VSIG4'}	{'ENSG00000155659'}	{'Q9Y279', 'Q6UXI4'}
9606.ENSP00000363873	OXLD1	{'OXLD1'}	{'ENSG00000204237'}	{'A6ND24', 'Q5BKU9'}
9606.ENSP00000363891	SLC38A10	{'SLC38A10'}	{'ENSG00000157637'}	{'Q96C66', 'Q9HBR0', 'Q6ZRC5', 'Q8NA99'}
9606.ENSP00000363894	NIPSNAP3B	{'NIPSNAP3B'}	{'ENSG00000165028'}	{'Q9BS92', 'Q9NUM2', 'Q5VX30'}
9606.ENSP00000363899	NIPSNAP3A	{'NIPSNAP3A'}	{'ENSG00000136783'}	{'Q9P083', 'Q5VX32', 'Q9UFN0', 'A6NM55', 'Q9H843', 'Q9BRV7'}
9606.ENSP00000363911	OR13C5	{'OR13C5'}	{'ENSG00000277556'}	{'Q6IF53', 'Q8NGS8', 'B9EGW5', 'B2RNE5'}
9606.ENSP00000363913	OR13C3	{'OR13C3'}	{'ENSG00000204246'}	{'Q6IF52', 'Q8NGS6', 'Q5VVG1'}
9606.ENSP00000363921	PARD3	{'PARD3'}	{'ENSG00000148498'}	{'Q8TEW3', 'Q9NYE6', 'Q9HC48', 'Q5VWV0', 'Q6IQ47', 'Q5VWV5', 'Q8TEW2', 'Q5VUA2', 'F5H5T0', 'Q5VUA3', 'Q5VWV1', 'Q8TEW1', 'Q8TEW0', 'Q5VWV4', 'Q8TCZ9', 'Q5VWV3', 'Q9NWL4', 'Q96RM7', 'Q96K28', 'Q96RM6', 'Q9BY57', 'Q9BY58', 'Q5T2U1'}
9606.ENSP00000363929	NCOA6	{'NCOA6'}	{'ENSG00000198646'}	{'B2RMN5', 'Q9NTZ9', 'Q14686', 'Q9UH74', 'A6NLF1', 'Q9UK86', 'E1P5P7'}
9606.ENSP00000363939	PPP3R2	{'PPP3R2'}	{'ENSG00000188386'}	{'Q8WYJ4', 'Q5VTR4', 'Q96LZ3', 'Q7Z4V8'}
9606.ENSP00000363943	TP53INP2	{'TP53INP2'}	{'ENSG00000078804'}	{'Q5JX64', 'A8K8S8', 'Q8IXH6', 'E1P5P6', 'Q8IYL5', 'Q9NU00'}
9606.ENSP00000363944	LAS1L	{'LAS1L'}	{'ENSG00000001497'}	{'A9X410', 'Q9H9V5', 'Q9Y4W2', 'Q5JXQ0', 'Q8TEN5'}
9606.ENSP00000363970	MAP1LC3A	{'MAP1LC3A'}	{'ENSG00000101460'}	{'Q9BXW5', 'Q9H492', 'E1P5P4', 'E1P5P5'}
9606.ENSP00000363972	ZC4H2	{'ZC4H2'}	{'ENSG00000126970'}	{'B4DED0', 'B2RDC2', 'Q5JTF9', 'Q9H9C3', 'B3KVZ5', 'Q53H73', 'Q9ULQ4', 'E7EM74', 'Q9H9H7', 'G3V1L3', 'Q9NQZ6'}
9606.ENSP00000363973	ALPL	{'ALPL'}	{'ENSG00000162551'}	{'Q9UBK0', 'Q5BKZ5', 'B2RMP8', 'Q59EJ7', 'Q8WU32', 'Q2TAI7', 'B7Z387', 'O75090', 'P05186', 'B7Z4Y6', 'Q6NZI8', 'Q5VTG5', 'A1A4E7'}
9606.ENSP00000363976	HLA-DMA	{'HLA-DMA'}	{'ENSG00000204257'}	
9606.ENSP00000363984	TMEM246	{'TMEM246'}	{'ENSG00000165152'}	{'Q9BRR3', 'Q49AQ4'}
9606.ENSP00000363985	MTMR8	{'MTMR8'}	{'ENSG00000102043'}	{'Q9NXP6', 'Q5JT99', 'Q96EF0'}
9606.ENSP00000363988	ALDOB	{'ALDOB'}	{'ENSG00000136872'}	{'P05062', 'Q5T7D6', 'Q13741', 'Q13742'}
9606.ENSP00000363993	PSMB9	{'PSMB9'}	{'ENSG00000240065'}	{'Q16523', 'B0V0T1', 'P28065', 'Q5JNW4'}
9606.ENSP00000363999	MRPL50	{'MRPL50'}	{'ENSG00000136897'}	{'B7Z358', 'Q5T7E0', 'Q8N5N7', 'Q9NX15'}
9606.ENSP00000364000	COL5A2	{'COL5A2'}	{'ENSG00000204262'}	{'Q86XF6', 'Q96QB3', 'Q96QB0', 'P05997', 'Q6LDJ5', 'Q59GR4', 'Q53WR4', 'Q7KZ55', 'Q13908', 'P78440'}
9606.ENSP00000364008	LPPR1		{'ENSG00000148123'}	
9606.ENSP00000364013	TMEFF1	{'TMEFF1'}	{'ENSG00000241697'}	{'Q13086', 'Q8IYR6', 'Q8N3T8'}
9606.ENSP00000364016	PSMB8	{'PSMB8'}	{'ENSG00000204264'}	
9606.ENSP00000364023	ZXDB	{'ZXDB'}	{'ENSG00000198455'}	{'A8K151', 'Q9UBB3', 'P98169'}
9606.ENSP00000364028	ECE1	{'ECE1'}	{'ENSG00000117298'}	{'Q17RN5', 'Q2Z2K8', 'Q9Y501', 'Q5THM5', 'Q5THM8', 'Q9UJQ6', 'Q5THM7', 'Q58GE7', 'Q9UPM4', 'Q9UPF4', 'B4E291', 'Q14217', 'A8K3P1', 'P42892'}
9606.ENSP00000364034	TAP2	{'TAP2'}	{'ENSG00000204267'}	
9606.ENSP00000364035	FAAH2	{'FAAH2'}	{'ENSG00000165591'}	{'Q6GMR7', 'Q96N98', 'Q86VT2'}
9606.ENSP00000364037	TEX10	{'TEX10'}	{'ENSG00000136891'}	{'Q8TDY0', 'Q8NCN8', 'B4DYV2', 'Q9NXF1', 'Q5T723', 'Q5T722'}
9606.ENSP00000364043	SPIN2A	{'SPIN2A'}	{'ENSG00000147059'}	{'Q9UJJ0', 'Q99865', 'Q6IPW2', 'O75650'}
9606.ENSP00000364054	SPIN3	{'SPIN3'}	{'ENSG00000204271'}	{'Q8N5D9', 'B7Z8W2', 'Q5JUX0', 'B2RUW3'}
9606.ENSP00000364076	HLA-DQA2	{'HLA-DQA2'}	{'ENSG00000237541'}	
9606.ENSP00000364080	HLA-DQB1	{'HLA-DQB1'}	{'ENSG00000179344'}	
9606.ENSP00000364089	PAGE3	{'PAGE3'}	{'ENSG00000204279'}	{'A5D6Y1', 'Q5JUK9'}
9606.ENSP00000364107	PAGE2	{'PAGE2'}	{'ENSG00000234068'}	{'Q5JRK8', 'Q5JRK7', 'Q7Z2X7'}
9606.ENSP00000364110	PAGE2B	{'PAGE2B'}	{'ENSG00000238269'}	{'Q5JRK9', 'A1L414'}
9606.ENSP00000364114	HLA-DRB5	{'HLA-DRB5'}	{'ENSG00000198502'}	{'Q30199', 'C7C4X3', 'Q29787', 'Q30150', 'Q6SJR2', 'Q29788', 'Q8WLR5', 'Q30126', 'Q9MY54', 'O00283', 'Q9XRX6', 'Q29703', 'Q8HWS7', 'Q30154', 'Q7M2H9', 'O46700', 'B2RBV6', 'O00157'}
9606.ENSP00000364119	EIF2S2	{'EIF2S2'}	{'ENSG00000125977'}	{'Q9UJE4', 'P20042', 'Q9BVU0'}
9606.ENSP00000364126	APEX2	{'APEX2'}	{'ENSG00000169188'}	{'Q9UBZ4', 'Q9Y5X7'}
9606.ENSP00000364133	TGFBR1	{'TGFBR1'}	{'ENSG00000106799'}	{'Q706C1', 'Q706C0', 'P36897', 'Q6IR47'}
9606.ENSP00000364140	COL15A1	{'COL15A1'}	{'ENSG00000204291'}	{'Q5T6J4', 'Q9UDC5', 'P39059', 'Q9Y4W4'}
9606.ENSP00000364145	PFKFB1	{'PFKFB1'}	{'ENSG00000158571'}	{'Q99951', 'B2RA88', 'P16118', 'Q5JXS5', 'B4DUN5'}
9606.ENSP00000364150	GALNT12	{'GALNT12'}	{'ENSG00000119514'}	{'Q9H771', 'Q96CT9', 'Q5TCF7', 'Q8NG54', 'Q8IXK2'}
9606.ENSP00000364152	OR8B2	{'OR8B2'}	{'ENSG00000204293'}	{'Q8NGH2', 'Q96RD0'}
9606.ENSP00000364163	NOTCH4	{'NOTCH4'}	{'ENSG00000204301'}	
9606.ENSP00000364164	OR10G9	{'OR10G9'}	{'ENSG00000236981'}	{'Q8NGN4'}
9606.ENSP00000364165	ENSG00000216937	{'CCDC7'}	{'ENSG00000150076'}	{'Q9H943', 'Q8IVQ0', 'Q08AN7', 'Q5VW55', 'Q96M83', 'Q8NEQ0', 'Q8N7T7', 'B0QZ71'}
9606.ENSP00000364166	TMEM225	{'TMEM225'}	{'ENSG00000204300'}	{'Q6GV28'}
9606.ENSP00000364180	GPSM3	{'GPSM3'}	{'ENSG00000213654'}	
9606.ENSP00000364190	PBX2	{'PBX2'}	{'ENSG00000204304'}	
9606.ENSP00000364204	PINK1	{'PINK1'}	{'ENSG00000158828'}	{'Q9BXM7', 'Q8N6T9', 'Q96DE4', 'Q8NBU3'}
9606.ENSP00000364209	MAGED2	{'MAGED2'}	{'ENSG00000102316'}	{'Q9H218', 'A6NMX0', 'Q9UM52', 'O76058', 'Q9P0U9', 'Q8NAL6', 'Q5BJF3', 'Q9UNF1'}
9606.ENSP00000364210	AGER	{'AGER'}	{'ENSG00000204305'}	{'V5R6A3', 'A6NKF0', 'Q3L1R8', 'B0V176', 'Q15109', 'Q3L1R7', 'Q3L1R4', 'A2BFI7', 'A7Y2U9', 'Q9H2X7', 'Q3L1R6', 'Q9Y3R3', 'Q3L1R5', 'Q15279', 'Q3L1S0', 'Q86SN1'}
9606.ENSP00000364212	CDA	{'CDA'}	{'ENSG00000158825'}	{'P32320'}
9606.ENSP00000364219	CAMK2N1	{'CAMK2N1'}	{'ENSG00000162545'}	{'Q7Z7J9'}
